"Source Url","Url","Term","Course","Enrl","Median"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","JWST-40.01-01","32","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LACS-001-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LACS-053-01","33","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LACS-50.11-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LAT-001-01","15","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LAT-001-02","13","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LAT-001-03","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LAT-015-01","15","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LATS-012-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LING-001-01","42","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LING-001-02","40","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LING-022-01","19","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LING-035-01","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","LING-11.12-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-001-01","55","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-001-02","55","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-001-03","55","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-001-04","55","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-003-01","201","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-003-02","201","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-003-03","201","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-003-04","201","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-003-05","201","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-008-01","135","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-008-02","135","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-008-03","135","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-009-01","31","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-011-01","132","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-011-02","132","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-011-03","132","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-011-04","132","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-013-01","21","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-020-01","31","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-022-01","81","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-022-02","81","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-023-01","39","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-023-02","39","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-025-01","24","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-05.04-01","10","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-050-01","23","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-071-01","12","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MATH-31.01-01","26","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-002-01","51","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-008-01","34","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-020-01","15","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-021-01","21","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-025-01","10","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-032-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-034-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-05.02-01","25","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-051-01","31","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-17.05-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-45.08-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","MUS-57.03-01","10","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-008-01","42","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-014-01","70","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-042-01","23","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-30.12-90","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-30.13-90","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","NAS-30.15-90","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PBPL-042-01","37","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PBPL-045-01","31","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-003-01","27","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-01.05-01","27","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-01.09-01","28","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-011-01","24","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-024-01","17","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-028-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-09.07-01","14","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-31.06-01","23","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHIL-80.18-01","11","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-003-01","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-013-01","101","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-013-02","101","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-015-01","25","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-043-01","27","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-050-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PHYS-070-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-001-01","150","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-006-01","63","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-010-01","51","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-011-01","26","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-021-01","31","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-024-01","56","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-040-01","26","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-044-01","39","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-045-01","26","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-060-01","13","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-065-01","17","B-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-50.01-01","38","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-51.02-01","21","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-52.01-01","28","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-54.05-01","33","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-81.09-01","10","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","PSYC-86.01-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","QSS-015-01","26","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","QSS-017-01","28","B+/B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","QSS-017-02","28","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","QSS-30.01-01","25","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-002-01","14","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-006-01","35","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-008-01","26","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-01.04-01","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-01.05-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-031-01","19","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-039-01","33","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-060-01","17","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-063-01","26","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-20.05-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","REL-28.04-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","RUSS-001-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","RUSS-013-01","74","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","RUSS-031-01","18","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-015-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-015-02","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-015-03","14","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-016-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-025-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-029-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-065-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SART-17.01-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-001-01","89","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-010-01","31","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-015-01","23","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-023-01","34","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-027-01","36","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-035-01","27","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SOCY-069-01","31","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-01","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-02","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-03","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-04","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-05","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-001-06","98","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-01","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-02","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-03","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-04","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-05","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-002-06","101","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-003-01","66","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-003-02","66","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-003-03","66","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-003-04","66","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-009-01","44","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-009-02","44","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-009-03","44","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-020-01","28","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-020-02","28","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-020-90","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-021-90","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-024-90","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-032-01","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-032-90","15","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-034-90","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-036-90","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-45.04-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-53.01-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-65.02-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPAN-73.04-01","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPEE-025-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPEE-037-01","19","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPEE-20.01-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","SPEE-20.03-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-001-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-015-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-022-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-030-01","18","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-030-02","17","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-042-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-044-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-050-01","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","THEA-090-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","TUCK-002-01","111","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","TUCK-002-02","111","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-010-01","24","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-010-02","22","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-010-03","21","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-010-04","23","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-080-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-22.01-01","28","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-26.03-01","28","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-31.04-01","27","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-32.03-01","29","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-40.01-01","23","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-43.02-01","19","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-43.06-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-51.09-01","26","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-65.04-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WGSS-66.05-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-02","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-03","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-04","16","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-05","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-06","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-07","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-08","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-09","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-10","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-11","14","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-12","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-13","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-14","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-15","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-16","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-17","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-18","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-19","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-20","16","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-21","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-22","14","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-23","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-24","16","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-25","16","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-26","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-27","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-28","16","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-29","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-30","16","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-31","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-32","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-33","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-005-34","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","WRIT-44.02-01","12","A"
